Age,Work_Experience,Family_Size,Gender_Female,Gender_Male,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_Level,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7,Segmentation_Level,Segmentation_A,Segmentation_B,Segmentation_C,Segmentation_D,Age_Range,Work_Experience_to_Age_Ratio_Range
36,1.9539867605291366,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
47,2.5510382706908175,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
35,1,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
25,1.356935250367456,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,10+,0+
25,1.356935250367456,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
38,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,10+,0+
32,1.7368771204703437,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
48,1,6,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
38,10,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
70,3.799418701028877,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
42,2.279651220617326,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
85,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,1,10+,0+
25,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
31,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
20,3,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0.1-0.2
37,2.008264170543835,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
33,8,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
52,5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
26,1.4112126603821542,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
21,9,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0.4-0.5
42,2.279651220617326,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
35,1.8997093505144385,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,4,0,0,0,1,10+,0+
39,2.1168189905732313,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
41,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
18,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
22,1.1941030203233614,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
25,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
18,0.9769933802645683,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
20,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,10+,0+
21,1.139825610308663,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,1,10+,0+
25,1,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
60,3.2566446008818946,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
46,2.496760860676119,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
68,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
21,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,10+,0+
27,1.4654900703968525,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
59,1,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
26,8,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.3-0.2
26,1.4112126603821542,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
32,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,1,10+,0+
33,1.791154530485042,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
28,1.5197674804115509,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
30,1.6283223004409473,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,10+,0+
32,1.7368771204703437,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
41,3,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,10+,0+
42,13,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.3-0.2
45,1,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
29,1.574044890426249,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
46,1,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
26,5,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,0,0,1,10+,0.1-0.2
26,1.4112126603821542,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
41,1,2.8440519176344297,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
38,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.2-0.3
69,1,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
46,2.496760860676119,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
40,2.1710964005879294,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,10+,0+
25,9,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,10+,0.3-0.2
26,1,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
33,1.791154530485042,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
56,8,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
30,1.6283223004409473,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
26,1.4112126603821542,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
28,1.5197674804115509,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
28,1.5197674804115509,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
20,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
41,1,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
37,2.008264170543835,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
59,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,10+,0+
43,2.333928630632024,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
20,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
30,1,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
66,3.582309060970084,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
28,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
49,2.6595930907202137,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
27,9,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.3-0.2
35,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
33,1.791154530485042,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
36,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
27,9,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.3-0.2
31,1,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
30,1.6283223004409473,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
43,2.333928630632024,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
47,1,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,10+,0+
42,2.279651220617326,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
33,1.791154530485042,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,1,10+,0+
36,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,10+,0+
30,1,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
60,9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
32,1.7368771204703437,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
32,1.7368771204703437,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,1,0,10+,0+
28,7,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,10+,0.2-0.3
46,2,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,10+,0+
38,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
28,8,2.8440519176344297,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.2-0.3
30,7,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.2-0.3
46,1,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
37,2.008264170543835,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,1,0,10+,0+
25,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
43,1,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
32,1.7368771204703437,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
50,1,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
43,3,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
37,2.008264170543835,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
61,3.3109220108965927,4,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,1,10+,0+
39,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.1-0.2
46,1,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
37,2.008264170543835,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
36,1.9539867605291366,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
28,1.5197674804115509,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
86,4.667857261264048,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
42,8,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
82,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
18,1,8,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
18,0.9769933802645683,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
36,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,10+,0+
26,1,6,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
49,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
69,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
29,1,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0+
68,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
33,4,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,10+,0.1-0.2
38,3,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
52,1,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
28,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
27,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,10+,0+
28,1.5197674804115509,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,10+,0+
25,7,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
30,8,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
40,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
25,1.356935250367456,9,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
43,2.333928630632024,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
26,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
37,2.008264170543835,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
28,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,10+,0+
31,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
46,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
47,5,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,10+,0.1-0.2
28,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
30,1.6283223004409473,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
29,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,10+,0+
23,2,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
22,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
20,1,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,10+,0+
22,1,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
19,1.0312707902792666,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
21,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
19,1.0312707902792666,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
39,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
38,8,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.2-0.3
33,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
38,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0.1-0.2
29,1.574044890426249,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
35,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.1-0.2
32,9,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0.2-0.3
59,3.202367190867196,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
32,1.7368771204703437,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
29,8,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,10+,0.2-0.3
31,1.6825997104556454,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
59,3.202367190867196,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
87,4.722134671278747,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
53,2.876702730779007,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
83,4.505025031219954,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
33,1,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
26,1.4112126603821542,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
27,1,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,10+,0+
42,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,10+,0.1-0.2
46,4,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
63,3.4194768309259893,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
32,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
38,2.062541580558533,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
38,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
63,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
45,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
33,1,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,10+,0+
27,1.4654900703968525,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
87,7,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,10+,0+
25,14,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,10+,0.5+
61,3.3109220108965927,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
41,1,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
86,4.667857261264048,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
51,4,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
83,4.505025031219954,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
60,3,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
65,6,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,1,10+,0+
32,1,2.8440519176344297,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
41,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,10+,0+
56,3.0395349608231017,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
74,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,3,0,0,1,0,10+,0+
39,4,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,10+,0.1-0.2
42,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
68,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,10+,0+
